"net_tfa","e401","age","inc","fsize","educ","pira","hown","marr","db","twoearn"
4029,0,47,27414,2,12,1,1,1,0,1
1350,0,38,55350,4,16,0,0,1,0,1
-2550,0,38,27930,4,13,0,1,1,0,0
-1140,0,26,32001,1,17,0,0,0,1,0
39354,0,61,70557,2,12,1,1,1,0,0
6100,0,60,21720,1,12,0,0,0,0,0
-2745,0,35,36000,5,13,0,1,1,0,0
-2293,0,29,37053,4,12,0,1,1,0,1
37240,0,46,55074,6,13,0,1,1,1,1
5092,0,29,36744,1,12,1,1,0,0,0
2099,0,49,14970,4,12,0,1,1,0,0
0,0,30,12360,3,10,0,1,0,0,0
-3899,0,25,65262,2,14,0,1,1,0,1
-2850,0,27,30015,1,16,0,0,0,0,0
22705,0,37,15246,3,12,0,1,1,0,0
2130,0,36,14340,1,12,0,0,1,0,0
43320,0,53,55266,3,14,1,0,1,0,0
0,0,47,48954,1,18,0,0,0,1,0
440,0,37,40647,5,12,0,1,1,0,1
-1170,0,27,24564,1,16,0,0,0,0,0
0,0,43,17844,3,8,0,0,0,1,0
200,0,53,24000,2,12,0,1,1,0,0
0,0,53,16830,1,11,0,1,0,0,0
16597,0,51,85980,2,18,1,1,1,0,0
93501,0,48,79053,2,12,1,1,1,0,0
-2200,0,26,17880,1,12,0,1,0,0,0
-600,0,35,21063,5,12,0,1,1,0,0
7900,0,34,56787,3,16,0,1,1,0,1
13099,0,64,15696,3,9,0,1,1,0,0
71399,0,59,46956,1,11,1,1,0,1,0
11800,0,63,26736,3,11,0,1,1,0,0
5100,0,37,47850,3,12,1,1,1,0,1
2750,0,44,10446,5,12,0,1,1,0,0
0,0,25,11220,4,6,0,0,1,0,0
-1690,0,41,20592,3,14,0,0,0,0,0
21199,0,29,25803,1,12,0,0,0,0,0
57500,0,64,85080,2,14,1,1,1,0,0
2573,0,26,22830,1,13,0,0,0,0,0
-7299,0,44,46113,5,12,0,1,1,0,1
30,0,26,39846,4,16,0,0,1,0,1
0,0,47,29100,1,18,0,0,0,0,0
1000,0,29,19254,3,14,0,1,0,0,0
-5000,0,58,51489,2,18,0,1,1,1,0
13259,0,35,60897,1,12,0,1,0,0,0
3399,0,31,37509,1,16,0,0,0,0,0
-400,0,34,28050,1,12,0,0,0,0,0
300,0,36,40050,5,12,0,1,1,0,1
-3995,0,37,36564,4,12,0,1,1,0,1
28150,0,43,117342,5,16,0,1,1,1,1
7399,0,26,32844,3,12,0,0,1,0,0
1400,0,25,14850,1,12,0,0,0,0,0
39400,0,56,76500,3,14,1,1,1,0,1
36699,0,47,47178,5,14,1,1,1,1,1
-8952,0,29,21405,3,14,0,0,0,0,0
0,0,62,15387,3,12,0,0,1,0,0
-900,0,53,13029,5,8,0,1,0,0,0
-8500,0,28,33450,1,16,0,0,0,0,0
0,0,55,7644,2,11,0,1,0,1,0
591,0,37,35889,4,14,0,1,1,0,0
6409,0,28,25464,3,12,0,1,1,0,1
-3001,0,25,19230,1,13,0,0,0,0,0
2672,0,43,94476,3,16,1,1,0,0,0
2840,0,53,13500,2,10,0,1,1,0,0
-7955,0,34,33954,5,14,0,1,1,0,1
1400,0,43,28005,3,16,1,1,0,1,0
8260,0,47,37932,2,12,1,1,1,1,1
0,0,48,6564,10,12,0,0,0,0,0
3899,0,34,19713,3,12,0,0,1,0,0
-300,0,41,18090,2,8,0,0,1,0,0
500,0,40,62745,7,11,0,1,1,1,1
1200,0,41,33600,5,18,0,1,1,1,1
19747,0,36,1137,5,16,1,1,1,0,0
-721,0,27,21528,2,10,0,0,1,0,1
47749,0,36,82656,4,14,1,1,1,0,0
400,0,25,14400,5,17,0,0,1,0,0
-11495,0,32,43272,3,12,0,0,1,0,0
-2881,0,29,25899,1,18,0,1,0,0,0
5800,0,51,15450,2,8,0,1,1,0,0
2000,0,44,43470,3,17,0,0,1,0,0
200,0,30,36450,5,13,0,1,1,1,1
24,0,50,7923,1,9,0,1,0,0,0
15200,0,42,72105,4,14,0,1,1,0,1
49999,0,52,13818,1,16,0,1,0,1,0
45400,0,57,100620,3,16,1,1,1,0,0
0,0,60,7830,1,12,0,1,0,0,0
12199,0,27,25386,1,16,1,0,0,0,0
2599,0,61,10728,2,12,0,1,0,0,0
3000,0,31,60810,4,16,0,1,1,0,0
0,0,29,840,1,12,0,0,0,0,0
34420,0,42,90000,5,18,1,1,1,0,1
80154,0,63,30639,4,12,0,1,1,0,0
-4000,0,28,48120,3,14,0,0,1,0,1
11750,0,50,76404,3,13,1,1,1,0,1
34999,0,55,35169,2,14,1,1,1,0,1
0,0,61,0,3,16,0,1,1,0,0
-1305,0,33,32010,4,13,0,1,1,0,1
23200,0,33,27060,1,16,0,0,0,0,0
0,0,40,7461,6,12,0,0,0,0,0
3550,0,52,20838,1,17,0,0,0,1,0
0,0,47,17850,6,7,0,1,1,0,0
0,0,30,4200,6,11,0,0,0,1,0
0,0,58,16500,1,18,0,0,0,0,0
84248,0,62,92598,2,18,1,1,1,1,1
-500,0,46,35730,1,12,0,0,0,0,0
-1400,0,52,28344,2,12,0,0,0,1,0
-2500,0,28,24600,3,12,0,1,0,1,0
-7075,0,36,8574,1,16,0,0,0,0,0
749,0,48,26055,7,11,0,1,1,0,1
17149,0,54,50409,1,18,1,0,0,0,0
9750,0,43,22578,2,14,1,0,1,1,1
-734,0,42,17814,3,13,0,0,1,0,0
9800,0,32,21837,1,14,0,0,0,0,0
23000,0,51,16800,1,16,0,1,0,0,0
5190,0,42,43173,3,13,0,0,1,0,0
0,0,30,10200,4,14,0,1,1,0,0
18300,0,62,29700,2,12,0,1,1,0,0
-3000,0,34,49500,3,16,0,1,0,0,0
225,0,35,38550,2,16,0,0,1,0,1
281,0,45,57675,4,18,0,1,1,1,1
5430,0,55,20547,2,12,1,1,0,0,0
-1246,0,42,14307,6,12,0,0,1,0,0
-2200,0,34,43716,3,12,0,0,1,1,1
3299,0,33,47823,1,18,1,1,0,0,0
-3230,0,29,39000,1,16,0,0,0,0,0
-437,0,28,22623,1,16,0,1,0,1,0
35000,0,53,17244,3,15,1,1,1,0,0
-1600,0,36,36000,4,12,0,1,1,0,0
1444,0,31,27162,2,13,0,0,1,0,1
-2282,0,58,10611,2,13,0,1,0,0,0
0,0,26,4320,1,13,0,1,0,0,0
10150,0,45,49551,3,12,1,1,1,0,0
-6401,0,44,25188,2,13,0,0,0,1,0
-2948,0,32,20712,4,14,0,1,1,0,0
499,0,47,15330,2,9,0,1,0,0,0
157350,0,46,73620,3,16,1,1,1,0,0
93300,0,45,105300,2,14,1,1,1,0,1
-1630,0,42,44526,6,18,0,1,1,1,1
100,0,33,19200,1,17,0,0,0,0,0
12759,0,60,13788,1,12,0,1,0,1,0
400,0,48,33921,2,12,0,1,0,0,0
300,0,34,26490,1,12,0,1,0,1,0
42935,0,42,36093,4,12,0,1,1,0,0
-980,0,39,22800,3,15,0,1,0,0,0
8400,0,38,78396,4,16,1,1,1,0,1
-2400,0,39,30750,4,12,0,1,1,0,1
-3000,0,53,9705,6,12,0,1,0,0,0
0,0,27,10497,4,12,0,0,1,0,0
0,0,51,12750,2,11,0,0,0,0,0
-1300,0,26,12240,6,4,0,0,1,0,0
727,0,47,15540,2,14,0,1,1,0,1
0,0,29,1530,1,11,0,0,0,0,0
-633,0,56,17724,3,13,0,1,1,0,0
999,0,31,55200,3,16,0,1,1,0,1
0,0,45,17403,8,10,0,0,0,0,0
27600,0,63,12804,5,12,0,1,0,1,0
1999,0,29,15420,1,14,0,0,0,0,0
-4950,0,45,30246,3,14,0,0,0,1,0
-9700,0,54,53961,4,12,0,1,1,0,1
1200,0,62,16620,1,12,1,1,0,0,0
85300,0,45,41352,4,16,0,1,1,0,0
22349,0,60,42396,3,14,1,1,1,0,0
-1160,0,31,24300,3,16,0,0,1,0,0
2900,0,39,50064,3,13,0,1,1,0,1
1207,0,56,28797,2,12,0,1,1,0,0
208842,0,37,32628,3,16,1,1,1,0,1
4200,0,54,37980,8,6,1,1,1,1,1
-10030,0,32,22140,3,13,0,0,1,1,0
-500,0,55,18468,1,9,0,0,0,1,0
-6127,0,41,35478,2,7,0,1,1,1,1
0,0,40,8394,1,16,0,0,0,0,0
8400,0,29,39321,2,12,1,1,1,1,1
0,0,52,10599,5,10,0,0,1,0,1
-200,0,35,12960,4,14,0,0,1,0,0
0,0,40,12150,1,12,0,0,0,0,0
-1400,0,37,24231,4,13,0,1,1,0,1
100,0,39,5265,1,14,0,1,0,1,0
4570,0,45,86403,3,12,0,1,1,0,1
-4340,0,29,24936,4,12,0,1,1,1,0
20399,0,31,38196,2,16,0,1,1,0,1
4000,0,31,23529,1,16,0,0,0,1,0
19698,0,56,40530,2,18,0,1,0,1,0
-1100,0,28,19254,1,12,0,0,0,0,0
16500,0,33,108300,4,16,1,1,1,0,1
-700,0,47,5106,1,12,0,1,0,0,0
500,0,37,29430,1,12,0,0,0,0,0
-3175,0,43,56133,4,14,0,1,1,0,1
-4600,0,47,13350,4,12,0,1,1,0,0
13800,0,32,54411,4,13,1,1,1,0,1
50,0,63,12810,2,12,0,1,1,0,0
2349,0,46,59631,2,13,0,1,0,0,0
999,0,41,3180,3,12,0,0,0,0,0
20700,0,38,33576,4,10,0,1,1,0,0
2078,0,42,40245,6,12,0,1,1,0,1
18000,0,52,21435,1,12,1,1,0,1,0
-3752,0,34,22044,6,12,0,0,1,1,1
-8000,0,40,37368,6,12,0,1,1,0,1
115190,0,62,57345,2,15,1,1,1,0,1
-2731,0,37,20004,4,12,0,1,1,0,1
2600,0,53,58155,1,12,1,1,0,0,0
-440,0,44,41556,4,16,0,1,1,1,1
34000,0,54,17400,1,16,1,1,0,1,0
82460,0,43,46176,3,15,1,1,1,0,1
-130090,0,59,126576,3,12,1,1,1,0,0
0,0,33,5775,1,6,0,0,0,0,0
-14160,0,31,16560,2,12,0,0,1,0,1
-1500,0,34,40800,4,12,0,0,1,0,1
-720,0,33,6090,4,12,0,0,1,0,1
6240,0,28,12747,1,14,0,0,0,0,0
8700,0,36,60702,4,12,0,1,1,1,1
33199,0,52,75126,2,13,0,1,1,0,1
-1915,0,60,25134,5,12,0,1,1,0,0
108000,0,56,14970,2,12,1,1,1,0,0
17517,0,42,49509,3,18,0,1,0,1,0
0,0,53,30000,3,12,0,1,1,0,0
0,0,61,19176,4,12,0,1,1,0,0
10000,0,58,43020,4,13,1,1,1,1,1
0,0,33,17760,11,6,0,0,1,0,0
0,0,46,6000,2,14,0,0,0,0,0
-12001,0,25,50649,2,12,0,1,1,0,1
125,0,43,13896,2,12,0,1,0,0,0
0,0,60,7452,4,9,0,1,0,0,0
50,0,29,15660,2,12,0,0,0,0,0
7499,0,55,-2652,4,12,0,1,0,0,0
201500,0,61,45135,3,12,0,1,1,1,0
18449,0,31,37398,3,16,1,1,1,0,1
5300,0,42,33075,3,16,1,1,0,1,0
0,0,43,2166,1,10,0,0,0,0,0
70010,0,61,121722,2,16,0,1,1,0,0
2295,0,54,20226,3,12,0,1,1,0,1
-700,0,51,20691,3,12,0,0,1,0,0
-700,0,42,26190,4,12,0,1,1,0,1
11700,0,38,77124,1,17,1,1,0,0,0
70,0,26,20418,1,10,0,0,0,0,0
0,0,27,26400,4,14,0,1,1,0,1
26,0,42,7497,4,5,0,0,1,0,0
-51,0,51,24063,2,13,0,1,0,0,0
371,0,43,20697,4,12,0,0,1,0,1
8499,0,48,40410,4,9,0,1,1,0,1
23310,0,30,74217,3,16,1,1,1,0,1
-17039,0,39,41298,4,13,0,1,1,0,0
54303,0,60,41118,1,15,1,1,0,0,0
56388,0,48,14400,4,12,0,1,1,0,0
40450,0,31,33948,1,16,1,0,0,1,0
3600,0,58,18825,2,13,0,1,0,0,0
450,0,54,14310,2,10,0,0,1,0,0
0,0,28,16320,2,12,0,0,1,0,0
100,0,27,10050,2,12,0,0,0,0,0
99899,0,56,53847,2,12,1,1,1,0,0
-39915,0,44,34686,5,15,0,1,1,0,0
-7970,0,33,47001,2,16,0,0,1,1,1
2600,0,30,40800,2,11,0,1,1,0,1
45060,0,54,90234,2,14,1,1,1,0,1
-2200,0,30,14787,3,16,0,0,0,0,0
-86500,0,57,47193,2,12,0,0,1,0,1
35699,0,55,21390,2,18,1,1,0,0,0
3600,0,64,12492,1,14,0,0,0,0,0
-5150,0,48,41190,3,18,0,1,1,0,0
450,0,57,49290,4,12,0,0,1,0,1
-6500,0,26,14010,1,16,0,0,0,1,0
749,0,42,20469,2,12,0,0,0,0,0
1317947,0,40,113199,4,17,1,1,1,0,1
0,0,33,19890,1,10,0,0,0,0,0
-1000,0,45,13260,1,12,0,1,0,0,0
10,0,55,15186,2,12,0,0,0,0,0
0,0,34,11964,1,12,0,0,0,1,0
-200,0,50,33243,2,9,0,1,1,0,1
-200,0,39,19263,3,13,0,1,0,0,0
0,0,30,16116,4,12,0,0,1,0,0
-12400,0,37,33000,2,12,0,1,0,1,0
8249,0,37,52995,4,12,1,0,1,0,1
1200,0,31,12240,1,5,0,1,0,0,0
-2990,0,31,16608,1,16,0,0,0,0,0
-1700,0,37,32964,4,12,0,0,1,1,1
0,0,37,9828,3,12,0,0,0,0,0
0,0,32,6240,2,11,0,0,0,0,0
-2451,0,55,9738,1,12,0,0,0,0,0
0,0,49,14100,2,14,0,0,0,0,0
111200,0,47,60960,2,11,1,1,1,0,1
-800,0,27,28965,5,12,0,1,1,0,1
105000,0,36,85437,5,12,1,1,1,0,0
7200,0,28,36075,2,14,1,0,1,0,1
-1995,0,31,22560,5,14,0,0,1,0,0
300,0,61,12885,2,8,0,1,0,0,0
1200,0,29,41436,3,12,0,1,1,1,1
-400,0,47,13635,7,6,0,1,1,0,1
-8750,0,34,28032,1,12,0,0,0,0,0
866860,0,63,25164,2,14,0,1,0,0,0
955,0,29,23370,1,14,0,0,0,0,0
0,0,48,10581,1,14,0,0,0,0,0
1400,0,45,43197,3,14,0,1,1,0,1
-2195,0,31,69936,4,16,0,1,1,0,1
32900,0,40,54204,3,18,0,1,1,1,1
3800,0,41,46815,3,12,1,0,1,0,1
20000,0,32,28980,1,16,0,0,0,0,0
226048,0,51,63225,3,16,1,1,0,0,0
18750,0,52,29865,2,12,1,0,1,0,0
15671,0,44,60201,3,13,1,1,1,1,1
-1350,0,46,17865,3,12,0,0,1,0,1
-75,0,55,27972,1,10,0,1,0,0,0
15000,0,45,11712,4,12,0,0,0,0,0
1200,0,29,15372,1,12,0,0,0,0,0
41900,0,61,22320,1,8,1,1,0,0,0
8350,0,46,43590,5,17,1,1,1,1,1
0,0,27,12369,2,12,0,0,0,0,0
0,0,38,19800,6,12,0,0,1,0,1
-996,0,29,49725,4,15,0,1,1,0,0
1100,0,25,33270,4,17,0,0,0,0,0
7,0,51,33474,2,12,0,1,1,1,1
-19733,0,32,27261,8,12,0,0,1,0,1
-1240,0,36,7197,4,12,0,0,0,0,0
160,0,38,26520,4,16,0,0,1,1,1
176,0,35,9702,2,13,0,0,0,0,0
-375,0,37,14679,4,14,0,0,1,0,0
-3094,0,27,17010,4,13,0,0,0,0,0
-14000,0,29,16020,4,10,0,1,1,0,1
1513,0,57,42375,2,13,0,1,1,0,1
710,0,26,37641,3,12,0,1,1,0,0
0,0,32,18861,5,10,0,0,1,0,1
3599,0,36,30720,3,15,1,1,1,0,0
-6700,0,32,54000,2,12,0,1,1,0,1
-580,0,36,15615,1,12,0,0,0,0,0
-2425,0,36,31752,5,12,0,1,1,0,1
1500,0,28,83016,3,14,0,1,1,0,1
-9650,0,29,37323,3,16,0,1,1,0,1
-1050,0,28,46332,4,9,0,0,1,0,1
2804,0,42,19413,3,12,1,1,0,0,0
-142,0,53,11523,3,12,0,1,1,0,0
1384,0,30,46398,4,16,0,1,1,0,1
-10525,0,30,35058,2,16,0,0,1,0,1
92129,0,47,95433,5,16,1,1,1,0,0
-1500,0,28,44232,3,15,1,1,1,0,1
-3250,0,29,30750,2,15,0,1,1,0,1
4199,0,29,31350,2,13,1,1,1,0,1
169199,0,59,30000,2,12,1,1,1,0,0
3947,0,47,32544,3,15,0,1,0,1,0
7499,0,54,19170,4,12,0,1,0,1,0
3718,0,31,27900,1,16,0,1,0,0,0
30523,0,63,36429,2,11,1,1,1,1,0
0,0,39,19125,4,13,0,0,0,0,0
-312,0,34,24678,3,14,0,1,1,0,1
931000,0,63,42876,1,17,1,1,0,0,0
0,0,40,10200,1,11,0,0,0,0,0
-4811,0,43,23463,1,16,0,0,0,0,0
-600,0,46,21609,4,11,0,1,0,0,0
0,0,30,15300,3,12,0,0,0,0,0
50,0,30,16800,2,16,1,0,0,0,0
-5004,0,49,36933,4,16,0,1,1,0,0
0,0,39,13212,5,12,0,1,0,0,0
16200,0,52,30099,2,14,1,1,0,1,0
-2901,0,46,31857,3,18,0,1,1,1,1
4399,0,55,33657,2,12,0,1,1,0,1
0,0,36,6600,1,9,0,0,0,0,0
18000,0,39,63135,3,18,0,0,1,0,1
299,0,52,20718,1,9,0,1,0,0,0
9145,0,35,52641,4,18,0,0,1,1,0
915,0,45,25527,2,14,1,1,0,0,0
0,0,40,8850,1,12,0,0,0,0,0
-3200,0,26,52386,3,12,0,0,1,0,1
-400,0,34,52815,1,18,0,0,0,0,0
-5800,0,36,36699,3,18,0,1,0,1,0
80000,0,52,92904,1,18,1,1,1,0,0
25120,0,49,25185,1,12,0,1,0,1,0
11137,0,62,17403,1,12,0,1,0,0,0
0,0,34,20400,3,13,0,0,0,0,0
-15321,0,42,42819,4,15,0,1,1,0,1
-1200,0,52,17040,1,14,0,0,0,0,0
230097,0,48,71928,4,16,1,1,1,0,1
-25037,0,29,12006,1,12,0,0,0,0,0
7299,0,31,43005,2,12,1,1,1,0,1
-494,0,51,29235,2,13,0,1,1,1,1
-10400,0,32,47688,3,15,0,0,1,0,1
-234,0,28,18798,1,12,0,1,1,1,0
0,0,32,8553,3,11,0,0,0,0,0
21199,0,58,17070,4,12,1,1,1,0,0
100,0,50,35496,4,12,0,1,1,0,0
8300,0,61,37911,5,12,0,1,1,0,1
950,0,27,38670,4,12,0,1,1,0,1
2444,0,28,22404,1,14,0,0,0,0,0
3000,0,43,32850,4,12,0,0,1,0,1
-5701,0,49,16950,3,14,0,1,1,0,0
0,0,25,19248,1,12,0,0,0,0,0
4420,0,41,104400,2,12,0,1,1,0,1
-4225,0,39,37890,1,15,0,1,0,0,0
28057,0,39,36522,2,14,1,1,1,0,1
38177,0,60,39393,2,11,1,1,1,0,0
257,0,33,11997,2,9,0,0,0,0,0
0,0,35,21735,4,12,0,0,1,0,1
-2500,0,36,34986,6,11,0,0,1,0,1
-230,0,38,11919,2,10,0,1,0,0,0
800,0,31,28089,1,12,0,0,0,0,0
2399,0,29,68898,4,12,0,1,1,0,1
126098,0,52,103164,6,18,1,1,1,1,1
187500,0,58,62790,1,17,1,1,0,1,0
-5490,0,30,13275,1,12,0,1,0,0,0
399,0,39,25224,3,12,0,0,0,1,0
-1011,0,25,10206,3,13,0,1,1,0,0
-2380,0,32,7284,4,12,0,0,1,0,1
3000,0,38,6966,3,14,0,1,0,1,0
-4980,0,38,33360,5,12,0,1,1,0,1
83999,0,44,20640,3,13,0,1,1,0,0
8225,0,31,48423,2,13,1,1,1,0,1
749,0,40,22254,1,17,0,0,0,0,0
2175,0,49,54063,4,12,0,1,1,1,1
2000,0,31,18015,1,10,0,0,0,0,0
3350,0,26,18090,1,15,0,0,0,0,0
145,0,28,8292,1,13,0,0,0,0,0
1322,0,32,21600,2,12,1,0,0,1,0
0,0,46,9360,1,12,0,0,0,0,0
1499,0,51,27060,4,12,0,0,1,0,1
400,0,58,12090,2,12,0,0,0,0,0
-4900,0,47,41769,1,16,0,1,0,1,0
39600,0,44,115506,5,18,0,1,1,1,1
-5300,0,25,13254,1,15,0,0,0,1,0
130200,0,48,92064,5,16,1,1,1,1,1
-4306,0,52,30639,4,8,1,1,1,0,0
2499,0,56,56940,1,18,1,1,0,1,0
-2000,0,43,19680,1,12,0,1,0,1,0
1849,0,53,29304,2,12,0,1,1,0,1
150,0,59,12975,4,12,0,1,0,0,0
0,0,48,3600,4,12,0,0,0,0,0
477,0,41,14481,4,13,0,0,0,0,0
-5427,0,44,37740,3,12,0,1,1,1,1
1700,0,40,33066,4,8,0,0,1,0,0
4950,0,43,54723,3,16,1,1,1,1,1
7500,0,63,78750,4,18,0,1,1,1,1
8459,0,27,41436,4,14,0,1,1,1,1
-3270,0,31,10695,5,10,0,1,1,1,0
18299,0,38,88200,3,14,1,1,1,0,0
64653,0,42,51492,1,17,1,0,0,0,0
-964,0,48,27429,2,12,0,0,1,0,1
500,0,27,30600,4,12,0,0,1,0,0
6200,0,41,28392,4,12,1,1,1,0,1
5300,0,40,36000,2,13,0,1,0,1,0
12250,0,46,61521,5,12,1,1,0,1,0
23898,0,54,71604,2,13,0,1,1,0,0
-501,0,31,24810,1,17,0,0,0,0,0
0,0,26,24372,1,13,0,0,0,0,0
21900,0,51,37452,2,12,0,1,1,0,0
210800,0,25,50100,1,16,0,1,0,0,0
-160,0,36,9270,4,12,0,0,0,0,0
2600,0,30,24060,6,13,0,1,1,0,0
4000,0,34,20478,2,16,0,0,0,0,0
0,0,28,42780,3,12,0,1,1,1,1
3328,0,30,44613,4,16,0,1,1,1,1
99,0,49,42690,4,12,0,1,1,0,1
549,0,39,39366,2,1,0,1,1,0,1
-830,0,37,29445,4,12,0,1,1,0,0
-10200,0,39,38505,1,18,0,1,0,1,0
-15100,0,30,55359,2,15,0,0,1,0,0
-550,0,43,20529,1,12,0,0,0,1,0
1300,0,31,32589,4,12,0,1,1,0,1
5000,0,41,31635,2,13,0,1,0,0,0
-9732,0,32,12834,6,10,0,0,1,0,0
-750,0,43,26166,1,15,0,0,0,1,0
3999,0,28,25815,3,18,0,0,1,0,0
10699,0,28,19011,3,8,0,1,1,0,0
26255,0,56,20979,2,12,1,1,1,0,0
-170,0,31,12138,2,12,0,0,0,0,0
0,0,62,7011,1,9,0,0,0,0,0
300,0,42,6903,2,5,0,0,0,0,0
22999,0,64,25380,1,10,1,1,0,1,0
0,0,26,38226,6,12,0,0,1,0,1
-2975,0,31,5250,4,8,0,1,1,0,0
500,0,26,4518,1,16,0,0,0,0,0
757,0,26,15615,1,16,0,0,0,0,0
949,0,27,25782,1,12,0,1,0,0,0
250,0,36,18054,6,9,0,0,1,0,0
0,0,27,4275,5,12,0,0,1,0,0
-2645,0,48,34437,3,13,0,1,1,0,0
40872,0,32,2814,1,15,0,1,0,0,0
166113,0,54,92280,3,17,1,1,1,0,0
3949,0,47,25107,2,13,0,1,1,0,1
-451,0,28,13650,5,12,0,1,1,0,1
889,0,56,32007,2,17,0,1,1,1,0
699,0,59,19203,2,12,0,1,1,0,0
100,0,26,20460,4,12,0,0,0,0,0
255,0,38,57609,4,12,0,1,1,0,1
-273,0,46,23856,3,8,0,1,1,0,1
-7451,0,40,17880,3,12,0,0,0,0,0
-3500,0,43,84000,1,16,0,1,0,0,0
10976,0,40,19329,1,13,0,0,0,0,0
16075,0,38,41805,4,14,0,1,1,0,1
4600,0,63,27585,2,16,1,1,1,1,0
-330,0,35,20787,3,12,0,0,1,0,1
1950,0,46,34608,3,18,1,1,1,0,1
0,0,50,16320,6,12,0,0,1,0,0
109500,0,35,49800,1,16,1,1,0,0,0
367,0,60,30990,2,14,0,1,1,0,1
500,0,40,14520,1,13,0,0,0,0,0
-2700,0,61,26652,2,12,0,1,1,0,0
0,0,48,7200,3,12,0,0,1,0,0
15100,0,33,33885,2,16,0,1,1,0,1
499,0,47,49206,4,16,0,1,1,0,1
2700,0,40,58974,5,16,1,1,1,1,1
920,0,31,32370,1,16,0,0,0,0,0
310,0,43,23490,1,14,0,1,0,0,0
-300,0,35,16815,1,13,0,0,0,0,0
0,0,32,12828,5,11,0,0,0,0,0
4572,0,34,20667,4,12,1,0,1,0,1
2999,0,63,20580,2,4,0,1,1,0,0
90500,0,38,101886,2,16,1,1,0,1,0
19900,0,45,31995,4,14,1,0,1,0,0
6807,0,32,19035,4,12,0,1,1,1,0
2000,0,37,16425,1,13,0,0,0,0,0
0,0,47,37800,2,14,0,1,0,0,0
0,0,56,30960,3,12,0,1,1,0,0
-6355,0,25,35700,1,16,0,0,0,0,0
2000,0,37,46767,4,13,1,1,1,0,1
599,0,36,22743,5,14,0,1,1,0,1
66691,0,49,85515,2,18,0,1,1,0,1
28000,0,53,108258,3,16,1,1,1,0,1
-3000,0,57,11628,1,12,0,0,0,0,0
-301750,0,38,54183,4,11,0,0,1,0,1
34271,0,64,24675,4,12,1,1,1,0,0
2500,0,59,19872,1,12,0,1,0,0,0
16000,0,28,21210,3,14,0,1,1,0,1
16055,0,31,47160,2,12,0,1,1,0,1
-151,0,40,49209,1,12,0,0,0,1,0
-5901,0,52,67746,3,18,0,1,1,1,1
5,0,31,10200,1,12,0,0,0,0,0
515,0,31,32871,4,12,0,1,1,0,0
2400,0,42,21600,3,12,0,0,0,1,0
200,0,49,18012,2,12,0,1,0,0,0
-1500,0,40,60699,3,13,0,1,1,0,1
-1100,0,27,6030,3,14,0,0,0,0,0
9370,0,57,55539,2,12,1,1,1,0,1
-3200,0,33,13386,5,13,0,1,0,0,0
0,0,29,17856,9,3,0,0,1,1,1
1000,0,25,18060,5,10,0,0,1,0,0
-8800,0,46,26520,1,12,0,1,0,1,0
999,0,31,27600,4,12,0,1,1,0,0
-1275,0,25,56664,2,15,0,0,0,1,0
-9000,0,39,33600,2,16,0,1,1,1,0
-5400,0,42,16521,1,13,0,1,0,0,0
36741,0,34,56409,5,14,1,1,1,0,0
426,0,60,4038,1,8,0,1,0,0,0
5004,0,51,137160,3,16,1,1,1,1,1
-1691,0,26,23154,2,14,1,1,0,0,0
-1000,0,27,17340,5,5,0,0,1,0,0
25900,0,46,35346,1,18,1,1,0,1,0
0,0,40,19200,2,14,0,0,0,0,0
3800,0,56,29250,2,12,0,1,1,0,1
-1480,0,35,21216,10,14,0,0,1,0,0
0,0,54,44616,3,11,0,1,1,0,1
0,0,31,18525,3,11,0,0,0,1,0
10500,0,62,57330,3,8,0,1,1,0,1
-838,0,49,25641,5,12,0,1,1,0,1
-5500,0,28,13500,1,12,0,0,0,0,0
-1945,0,29,26865,4,12,0,1,1,0,1
0,0,36,8670,2,11,0,0,0,0,0
50,0,29,17850,7,3,0,1,1,0,1
1022,0,46,20988,1,13,0,1,1,1,0
0,0,32,2430,5,12,0,0,1,0,1
35015,0,38,53925,1,18,0,0,0,0,0
59549,0,44,52182,5,12,0,1,1,0,0
60300,0,43,79281,1,17,0,0,0,0,0
1247,0,44,35700,4,13,0,1,1,0,1
7500,0,40,32880,5,12,0,1,1,0,0
2000,0,62,18888,1,12,0,0,0,1,0
-950,0,57,3600,8,9,0,0,1,0,0
-1260,0,34,17007,4,12,0,1,1,0,0
-3395,0,31,55620,4,12,0,1,1,0,1
-234,0,28,3204,1,12,0,0,0,0,0
99,0,30,41112,2,12,0,1,1,0,1
0,0,50,43500,6,13,0,0,1,0,0
21700,0,51,43680,1,16,1,1,0,0,0
7499,0,25,51450,2,12,0,1,0,0,0
21625,0,27,46890,3,14,0,0,1,0,1
8377,0,29,47838,2,14,0,1,1,0,1
18000,0,27,11799,1,18,0,0,0,0,0
33499,0,41,30000,3,16,1,1,0,0,0
340,0,30,29133,4,12,0,1,1,0,0
0,0,45,21048,4,14,0,1,0,1,0
130,0,27,11898,4,13,0,0,0,0,0
-1218,0,46,16374,6,6,0,1,1,0,0
21050,0,37,47109,3,13,0,1,1,0,1
-4135,0,29,19206,5,12,0,0,1,0,0
-36,0,52,17424,3,12,0,1,1,0,1
-5000,0,30,23970,4,13,0,1,1,0,0
-9300,0,41,32646,2,12,0,1,0,0,0
49700,0,27,147996,2,16,0,0,1,0,1
34149,0,42,41232,4,16,1,1,1,0,1
